gap_id,scope,category,subject_type,osm_id,highway,name,field,severity,detail
gap-03549,context_buffer,missing_osm_tag,way,1030776974,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03550,context_buffer,missing_osm_tag,way,1030776974,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03551,context_buffer,missing_osm_tag,way,1030776974,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03552,context_buffer,missing_osm_tag,way,1030776974,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03553,context_buffer,missing_osm_tag,way,1030776974,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03554,context_buffer,missing_osm_tag,way,1030776975,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03555,context_buffer,missing_osm_tag,way,1030776975,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03556,context_buffer,missing_osm_tag,way,1030776975,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03557,context_buffer,missing_osm_tag,way,1030776975,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03558,context_buffer,missing_osm_tag,way,1030776975,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03559,context_buffer,missing_osm_tag,way,1030776975,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03560,context_buffer,missing_osm_tag,way,1030776975,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03561,context_buffer,missing_osm_tag,way,1030776976,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03562,context_buffer,missing_osm_tag,way,1030776976,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03563,context_buffer,missing_osm_tag,way,1030776976,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03564,context_buffer,missing_osm_tag,way,1030776976,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03565,context_buffer,missing_osm_tag,way,1030776976,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03566,context_buffer,missing_osm_tag,way,1030776976,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03567,context_buffer,missing_osm_tag,way,1030776976,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03568,context_buffer,missing_osm_tag,way,1030776977,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03569,context_buffer,missing_osm_tag,way,1030776977,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03570,context_buffer,missing_osm_tag,way,1030776977,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03571,context_buffer,missing_osm_tag,way,1030776977,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03572,context_buffer,missing_osm_tag,way,1030776977,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03573,context_buffer,missing_osm_tag,way,1030776977,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03574,context_buffer,missing_osm_tag,way,1030776977,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03575,context_buffer,missing_osm_tag,way,1030776978,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03576,context_buffer,missing_osm_tag,way,1030776978,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03577,context_buffer,missing_osm_tag,way,1030776978,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03578,context_buffer,missing_osm_tag,way,1030776978,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03579,context_buffer,missing_osm_tag,way,1030776978,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03580,context_buffer,missing_osm_tag,way,1030776978,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03581,context_buffer,missing_osm_tag,way,1030776978,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03582,context_buffer,missing_osm_tag,way,1030776979,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03583,context_buffer,missing_osm_tag,way,1030776979,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03584,context_buffer,missing_osm_tag,way,1030776979,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03585,context_buffer,missing_osm_tag,way,1030776979,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03586,context_buffer,missing_osm_tag,way,1030776979,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03587,context_buffer,missing_osm_tag,way,1030776979,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03588,context_buffer,missing_osm_tag,way,1030776979,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03589,context_buffer,missing_osm_tag,way,1030776980,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03590,context_buffer,missing_osm_tag,way,1030776980,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03591,context_buffer,missing_osm_tag,way,1030776980,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03592,context_buffer,missing_osm_tag,way,1030776980,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03593,context_buffer,missing_osm_tag,way,1030776980,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03594,context_buffer,missing_osm_tag,way,1030776980,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03595,context_buffer,missing_osm_tag,way,1030776980,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03596,core,missing_osm_tag,way,1030776992,pedestrian,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03597,core,missing_osm_tag,way,1030776992,pedestrian,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03598,core,missing_osm_tag,way,1030776992,pedestrian,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03599,core,missing_osm_tag,way,1030776992,pedestrian,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03600,context_buffer,missing_osm_tag,way,1030779487,cycleway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03601,context_buffer,missing_osm_tag,way,1030875663,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03602,context_buffer,missing_osm_tag,way,1030875663,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03603,context_buffer,missing_osm_tag,way,1030875663,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03604,context_buffer,missing_osm_tag,way,1030875663,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03605,context_buffer,missing_osm_tag,way,1030875663,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03606,context_buffer,missing_osm_tag,way,1030875663,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03607,context_buffer,missing_osm_tag,way,1030875663,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03608,context_buffer,missing_osm_tag,way,1030875664,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03609,context_buffer,missing_osm_tag,way,1030875664,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03610,context_buffer,missing_osm_tag,way,1030875664,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03611,context_buffer,missing_osm_tag,way,1030875664,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03612,context_buffer,missing_osm_tag,way,1030875664,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03613,context_buffer,missing_osm_tag,way,1030875664,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03614,context_buffer,missing_osm_tag,way,1030875664,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03615,context_buffer,missing_osm_tag,way,1030875665,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03616,context_buffer,missing_osm_tag,way,1030875665,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03617,context_buffer,missing_osm_tag,way,1030875665,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03618,context_buffer,missing_osm_tag,way,1030875665,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03619,context_buffer,missing_osm_tag,way,1030875665,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03620,context_buffer,missing_osm_tag,way,1030875665,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03621,context_buffer,missing_osm_tag,way,1030875665,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03622,context_buffer,missing_osm_tag,way,1030875666,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03623,context_buffer,missing_osm_tag,way,1030875666,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03624,context_buffer,missing_osm_tag,way,1030875666,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03625,context_buffer,missing_osm_tag,way,1030875666,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03626,context_buffer,missing_osm_tag,way,1030875666,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03627,context_buffer,missing_osm_tag,way,1030875666,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03628,context_buffer,missing_osm_tag,way,1030875666,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03629,context_buffer,missing_osm_tag,way,1030875667,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03630,context_buffer,missing_osm_tag,way,1030875667,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03631,context_buffer,missing_osm_tag,way,1030875667,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03632,context_buffer,missing_osm_tag,way,1030875667,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03633,context_buffer,missing_osm_tag,way,1030875667,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03634,context_buffer,missing_osm_tag,way,1030875667,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03635,context_buffer,missing_osm_tag,way,1030875668,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03636,context_buffer,missing_osm_tag,way,1030875668,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03637,context_buffer,missing_osm_tag,way,1030875668,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03638,context_buffer,missing_osm_tag,way,1030875668,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03639,context_buffer,missing_osm_tag,way,1030875668,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03640,context_buffer,missing_osm_tag,way,1030875668,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03641,context_buffer,missing_osm_tag,way,1030875669,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03642,context_buffer,missing_osm_tag,way,1030875669,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03643,context_buffer,missing_osm_tag,way,1030875669,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03644,context_buffer,missing_osm_tag,way,1030875669,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03645,context_buffer,missing_osm_tag,way,1030875669,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03646,context_buffer,missing_osm_tag,way,1030875669,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03647,context_buffer,missing_osm_tag,way,1030875670,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03648,context_buffer,missing_osm_tag,way,1030875670,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03649,context_buffer,missing_osm_tag,way,1030875670,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03650,context_buffer,missing_osm_tag,way,1030875670,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03651,context_buffer,missing_osm_tag,way,1030875670,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03652,context_buffer,missing_osm_tag,way,1030875670,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03653,core,missing_osm_tag,way,1037036487,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03654,core,missing_osm_tag,way,1037036487,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03655,core,missing_osm_tag,way,1037036487,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03656,core,missing_osm_tag,way,1037036487,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03657,core,missing_osm_tag,way,1037036487,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03658,core,missing_osm_tag,way,1037036487,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03659,core,missing_osm_tag,way,1037036487,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03660,core,missing_osm_tag,way,1038620200,tertiary,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03661,core,missing_osm_tag,way,1038620200,tertiary,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03662,core,missing_osm_tag,way,1038620200,tertiary,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03663,core,missing_osm_tag,way,1038620200,tertiary,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03664,core,missing_osm_tag,way,1038620200,tertiary,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03665,core,missing_osm_tag,way,1038620200,tertiary,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03666,core,missing_osm_tag,way,1040139836,steps,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03667,core,missing_osm_tag,way,1040139836,steps,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03668,core,missing_osm_tag,way,1040139836,steps,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03669,core,missing_osm_tag,way,1040139836,steps,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03670,core,missing_osm_tag,way,1040139837,steps,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03671,core,missing_osm_tag,way,1040139837,steps,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03672,core,missing_osm_tag,way,1040139837,steps,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03673,core,missing_osm_tag,way,1040139837,steps,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03674,context_buffer,missing_osm_tag,way,1060532515,steps,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03675,context_buffer,missing_osm_tag,way,1060532515,steps,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03676,context_buffer,missing_osm_tag,way,1060532515,steps,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03677,context_buffer,missing_osm_tag,way,1060532515,steps,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03678,context_buffer,missing_osm_tag,way,1060532516,path,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03679,context_buffer,missing_osm_tag,way,1060532516,path,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03680,context_buffer,missing_osm_tag,way,1060532516,path,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03681,context_buffer,missing_osm_tag,way,1060532516,path,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03682,context_buffer,missing_osm_tag,way,1060532517,path,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03683,context_buffer,missing_osm_tag,way,1060532517,path,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03684,context_buffer,missing_osm_tag,way,1060532517,path,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03685,context_buffer,missing_osm_tag,way,1060532517,path,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03686,context_buffer,missing_osm_tag,way,1060532518,residential,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03687,context_buffer,missing_osm_tag,way,1060532518,residential,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03688,context_buffer,missing_osm_tag,way,1060532518,residential,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03689,context_buffer,missing_osm_tag,way,1060532518,residential,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03690,context_buffer,missing_osm_tag,way,1060532518,residential,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03691,context_buffer,missing_osm_tag,way,1060532518,residential,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03692,context_buffer,missing_osm_tag,way,1060532518,residential,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03693,context_buffer,missing_osm_tag,way,1060532519,steps,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03694,context_buffer,missing_osm_tag,way,1060532519,steps,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03695,context_buffer,missing_osm_tag,way,1060532519,steps,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03696,context_buffer,missing_osm_tag,way,1060532519,steps,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03697,context_buffer,missing_osm_tag,way,1060532520,primary,Sri Uttarananda Mawatha,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03698,context_buffer,missing_osm_tag,way,1060532520,primary,Sri Uttarananda Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03699,context_buffer,missing_osm_tag,way,1060532520,primary,Sri Uttarananda Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03700,context_buffer,missing_osm_tag,way,1060532520,primary,Sri Uttarananda Mawatha,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03701,context_buffer,missing_osm_tag,way,1060532520,primary,Sri Uttarananda Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03702,context_buffer,missing_osm_tag,way,1060532520,primary,Sri Uttarananda Mawatha,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03703,context_buffer,missing_osm_tag,way,1060532521,path,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03704,context_buffer,missing_osm_tag,way,1060532521,path,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03705,context_buffer,missing_osm_tag,way,1060532521,path,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03706,context_buffer,missing_osm_tag,way,1060532523,primary,Justice Akbar Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03707,context_buffer,missing_osm_tag,way,1060532523,primary,Justice Akbar Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03708,context_buffer,missing_osm_tag,way,1060532523,primary,Justice Akbar Mawatha,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03709,context_buffer,missing_osm_tag,way,1060532523,primary,Justice Akbar Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03710,context_buffer,missing_osm_tag,way,1060532523,primary,Justice Akbar Mawatha,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-03711,context_buffer,missing_osm_tag,way,1060532526,footway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03712,context_buffer,missing_osm_tag,way,1060532526,footway,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03713,context_buffer,missing_osm_tag,way,1060532526,footway,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03714,context_buffer,missing_osm_tag,way,1060532527,footway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03715,context_buffer,missing_osm_tag,way,1060532527,footway,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03716,context_buffer,missing_osm_tag,way,1060532527,footway,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03717,context_buffer,missing_osm_tag,way,1060532528,footway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03718,context_buffer,missing_osm_tag,way,1060532528,footway,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03719,context_buffer,missing_osm_tag,way,1060532528,footway,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03720,core,missing_osm_tag,way,1065915643,residential,Barracks Lane,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03721,core,missing_osm_tag,way,1065915643,residential,Barracks Lane,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03722,core,missing_osm_tag,way,1065915643,residential,Barracks Lane,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03723,core,missing_osm_tag,way,1065915643,residential,Barracks Lane,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03724,core,missing_osm_tag,way,1065915643,residential,Barracks Lane,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03725,context_buffer,missing_osm_tag,way,1084327022,footway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03726,context_buffer,missing_osm_tag,way,1084327022,footway,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03727,context_buffer,missing_osm_tag,way,1084327022,footway,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03728,context_buffer,missing_osm_tag,way,1084327022,footway,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03729,context_buffer,missing_osm_tag,way,1084327023,footway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03730,context_buffer,missing_osm_tag,way,1084327023,footway,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03731,context_buffer,missing_osm_tag,way,1084327023,footway,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03732,context_buffer,missing_osm_tag,way,1084327023,footway,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03733,context_buffer,missing_osm_tag,way,1084327024,footway,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-03734,context_buffer,missing_osm_tag,way,1084327024,footway,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-03735,context_buffer,missing_osm_tag,way,1084327024,footway,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03736,context_buffer,missing_osm_tag,way,1084327024,footway,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03737,core,missing_osm_tag,way,1089605497,primary,Dr. Colvin R. de Silva Mawatha (Union Place),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03738,core,missing_osm_tag,way,1089605497,primary,Dr. Colvin R. de Silva Mawatha (Union Place),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03739,core,missing_osm_tag,way,1089605497,primary,Dr. Colvin R. de Silva Mawatha (Union Place),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03740,core,missing_osm_tag,way,1089605498,secondary,T.B. Jaya Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03741,core,missing_osm_tag,way,1089605498,secondary,T.B. Jaya Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03742,core,missing_osm_tag,way,1089605498,secondary,T.B. Jaya Mawatha,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-03743,core,missing_osm_tag,way,1089605498,secondary,T.B. Jaya Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-03744,core,missing_osm_tag,way,1089605499,primary,Dr. Colvin R. de Silva Mawatha (Union Place),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-03745,core,missing_osm_tag,way,1089605499,primary,Dr. Colvin R. de Silva Mawatha (Union Place),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-03746,core,missing_osm_tag,way,1089605499,primary,Dr. Colvin R. de Silva Mawatha (Union Place),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
